stock_code,expiry_date,strike_price,datetime,call_open,call_high,call_low,call_close,call_OI,call_volume,put_open,put_high,put_low,put_close,put_OI,put_volume
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:15:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:16:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:20:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:21:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:23:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:24:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:25:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:27:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:28:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:30:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:37:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:38:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:39:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:40:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:41:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:42:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:43:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:44:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:46:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:47:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:48:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
NIFTY,26-DEC-2024,24050.0,28-10-2024 09:49:00,,,,,,,388.5,388.5,388.5,388.5,0.0,0.0
